ResponseId,MID,treatment,t1,t2,t3,t4,t1n,t2n,average score,best_tip,best_tips,best_tip_open,post_diff,post_similar,post_age,post_gender,post_edu,post_strategy,post_strategy2,post_prioritize,post_change2,Group #,Dim. 1,Dim. 2 (Advantage),Dim. 3 (Explanation),Dim. 4 (Negative / Positive)
R_2Pty1Ct4dufW0AS,A393NGMY0T5UY,control,38,38,40,37,27,21,33.5,Server should cook once / Sous-Chef should cook three times,"Server should chop once / Sous-Chef should chop three times,Server should chop three times / Sous-Chef should chop once,Server shouldn't cook / Sous-Chef should do all cooking",Server shouldn't cook,Slightly difficult,Once a week,23,Female,4 year degree,remember who took the fewest turns and try to optimize what they did,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Assign as many tasks as possible to one worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",By who took the fewest turns to do a thing,Gave most tasks to sous-chef and left basics like chopping and plating to server,3,K0,D0,E0,N1
R_2QLOrznWnYyzvRB,A1QOSMTFLB4CCT,control,38,39,40,37,27,23,34,Keep everyone busy at all time / Do not leave anyone idle,Server should cook once / Sous-Chef should cook three times,Server shouldn't cook unless it is a must.,Slightly difficult,2-3 times a week,32,Female,Professional degree,To use the appropriate worker for the appropriate task to minimize ticks.,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",Ticks.,Same strategy.,3,K0,D0,E0,N1
R_2QRmkeSHoSWNRRk,A20R9K3NM82YRK,control,38,41,36,39,26,21,33.5,Server should cook once / Sous-Chef should cook three times,Server should cook once / Sous-Chef should cook three times,Make sure only the server plates,Moderately difficult,Never,21,Male,Some college,Always start everyone with cutting meat,"Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",Never give plating to chefs,"I used the same strategy of only having the server plate, but I still made the sever chop and cook some",3,P4,A2,E0,N0
R_2QYUS6HNC83m55D,ASU17F5IEHDQ0,control,39,44,41,39,24,22,34.83333333,Server should cook once / Sous-Chef should cook three times,"Server should cook once / Sous-Chef should cook three times,Server should plate three times / Sous-Chef should plate once,Server should chop only in the first tick",Do not keep anyone idle,Slightly difficult,Once in a while,21,Female,4 year degree,Try to figure out who was best at what,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","chef for cooking, sous for chopping, and server for plating",I gave chef duties to the sous,2,,,,N1
R_2Qh3oGG5LOAUpAY,A2JJRQMCPRET96,control,37,41,36,38,25,22,33.16666667,Keep everyone busy at all time / Do not leave anyone idle,"Server and Sous-Chef should chop two times each,Server should do all plating / Sous-Chef shouldn't plate,Keep everyone busy at all time / Do not leave anyone idle",Make sure one worker is cooking meat at all times.,Slightly difficult,Once a month,22,Female,4 year degree,I tried to watch how many ticks it took for each worker to finish each task. I tried to give the more efficient worker that task first then let the other do easier tasks.,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","The chef and sous-chef got meat cooking first, and the server always got plating the burger and other tasks like chopping the meat, which take less time.",I had to give the plating to one player and keep the other cooking meat.,3,M1,O1,E0,N0
R_2QmTUNiMRFgCYEv,AA2KKSEX8L3U3,control,39,36,35,38,21,26,32.5,Server shouldn't cook / Sous-Chef should do all cooking,Server shouldn't cook / Sous-Chef should do all cooking,Server shouldn't cook,Slightly difficult,Never,27,Male,4 year degree,"I tried to always keep the workers busy, but sometimes the ticks were too much and I saw inefficiencies","Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","I kept the server to simply plating and chopping, while the sous chef was best suited to cook","It was harder to leave someone idle, but at times it may be best to do that",3,K0,D0,E0,N1
R_2QmoU1bwH81BIb8,A2M926W9I0CP93,control,41,38,36,38,20,20,32.16666667,Server should do all plating / Sous-Chef shouldn't plate,Server should do all plating / Sous-Chef shouldn't plate,leave sous chef idle and let server plate if its just those two workers,Slightly difficult,Never,26,Female,2 year degree,strategy was to win,"Intentionally leave some workers idle,Assign the same task to the same worker",i see it was best to leave the plating to the server,yes without the chef i had to use the server for more than plating,3,P4,A2,E0,N0
R_2QrdDDHOdD8rC3z,A1MIO7XKRXLFC7,control,36,41,36,38,23,21,32.5,Server shouldn't cook / Sous-Chef should do all cooking,Server should do all plating / Sous-Chef shouldn't plate,Server shouldn't cook,Slightly difficult,Once in a while,35,Male,4 year degree,Assign tasks to the faster worker,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",Chef should be in charge of cooking but cutting and plating should be performed by the server.,Tried to give cooking only to the sous chef since the server was slower,3,K0,D0,E0,N1
R_2S2lGtlDiLTabkN,A9AMEIA9Y0PRB,control,38,35,38,38,21,22,32,Keep everyone busy at all time / Do not leave anyone idle,"Server should cook once / Sous-Chef should cook three times,Keep everyone busy at all time / Do not leave anyone idle",get dishes plated as quickly as possible maybe? The random 4th burger really messed things up so idk,Slightly easy,Never,26,Male,4 year degree,give the right worker the right job,"Keep all workers busy,Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.","Chefs got everything with prepping and cooking. The biggest tasks go to the chef, second biggest to sou-chef and third biggest to the server",they each had more work. prioritizing was more difficult,2,,,,N0
R_2SCxLcmE0JjtYCc,AH2TT4YAN1UZL,control,38,41,44,40,22,22,34.5,Server shouldn't cook / Sous-Chef should do all cooking,"Server shouldn't cook / Sous-Chef should do all cooking,Server should plate three times / Sous-Chef should plate once",Let the sous chef cook,Slightly difficult,Never,44,Female,4 year degree,Trying to look for availability of resources,Assign the same task to the same worker,Skills,Made the server chop,3,K4,A0,E0,N0
R_2TRHwSXlWXoBFtl,ARKPT0SC3QJ4U,control,38,38,38,37,20,21,32,Server shouldn't cook / Sous-Chef should do all cooking,Server shouldn't cook / Sous-Chef should do all cooking,"Server can chop, but leave all cooking to Sous Chef",Slightly difficult,Never,25,Female,Some college,Try to figure out who would take the less time to do certain tasks,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",I tried prioritizing the ones that would take longer first,"When I only had a sous chef and a server, I had to try my best to assign and get things done.",3,"C4, K4","A0, D1",E0,N0
R_2TS56qr52g2IEiA,A34LV51D4PO2R,control,39,43,42,45,25,23,36.16666667,Server should chop once / Sous-Chef should chop three times,"Server should chop once / Sous-Chef should chop three times,Keep everyone busy at all time / Do not leave anyone idle",keep all busy,Slightly difficult,Never,25,Male,4 year degree,followed the given instruction,"Keep all workers busy,Assign the same task to the same worker",chef first then others follow,it became poor,2,,,,N0
R_2TpBFqttAWcnAaF,A2JES6GMR9DNUA,control,39,38,38,38,29,28,35,Server should do all plating / Sous-Chef shouldn't plate,"Server shouldn't cook / Sous-Chef should do all cooking,Server should do all plating / Sous-Chef shouldn't plate",sous chef should cook,Slightly difficult,Once a week,45,Female,Some college,yes,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",by number of ticks,cooking went to sous chef,3,K4,A0,E0,N0
R_2U8Xtflcwiyh1X9,AVGN8K8WNCGFT,control,38,39,39,42,23,24,34.16666667,Keep everyone busy at all time / Do not leave anyone idle,Keep everyone busy at all time / Do not leave anyone idle,Whether it is better to keep the workers busy at all times or to allow some workers to be idle,Moderately difficult,Never,28,Female,4 year degree,My strategy was to try to monitor how many ticks it took each person in the kitchen to complete the task and to try to only give the tasks to the person who completed it in the fewest ticks.,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","I tried to only give the sous chef the task of """"cook the burger"""" because he had the lowest amount of ticks for that task. I tried to only give the server the chop/plate tasks because that seemed to require the fewest amount of ticks.","I tried to be more intentional at keeping the workers busy and monitoring how long it took them to complete each task, but I think I was pretty unsuccessful.",2,,,,N0
R_2VBKIw34G8mU2fv,A1UPJ64GJNJTRO,control,35,35,38,38,20,20,31,Server should cook once / Sous-Chef should cook three times,"Server should cook once / Sous-Chef should cook three times,Server should do all plating / Sous-Chef shouldn't plate,Keep everyone busy at all time / Do not leave anyone idle",Server should cook only when no chopping or plating is available.,Moderately easy,Once in a while,32,Male,Professional degree,Get everyone to do what they do best most often.,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",Find out strengths and then time things so that the workers best at a task would be available when that task came up.,I actually realized that there was a time when letting the server cook was reasonable.,3,M1,D0,E0,N0
R_2VCpMmNmH86IrAd,A127ZC2ZE3B4AY,control,42,39,35,38,28,20,33.66666667,Server should chop three times / Sous-Chef should chop once,"Server should chop three times / Sous-Chef should chop once,Server should chop only in the first tick",don't let sous-chef plate,Slightly difficult,Never,43,Male,2 year degree,always have a worker working on a task,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",based on their skills,I kept sous-chef cooking usually,3,P0,D2,E0,N1
